ID,Data
secret,"[[ 3.050e-01]
 [ 1.698e-01]
 [ 1.525e-01]
 [ 2.454e-01]
 [ 3.336e-01]
 [ 3.708e-01]
 [ 3.053e-01]
 [ 4.252e-01]
 [ 4.192e-01]
 [ 4.743e-01]
 [ 4.670e-01]
 [ 5.358e-01]
 [ 4.348e-01]
 [ 5.122e-01]
 [ 2.870e-01]
 [ 4.087e-01]
 [ 2.569e-01]
 [ 3.692e-01]
 [ 1.865e-01]
 [ 3.626e-01]
 [ 7.990e-02]
 [ 3.208e-01]
 [ 1.834e-01]
 [ 3.856e-01]
 [ 3.233e-01]
 [ 4.885e-01]
 [ 3.571e-01]
 [ 5.051e-01]
 [-6.600e-03]
 [ 3.413e-01]
 [-2.000e-04]
 [ 2.448e-01]
 [ 1.400e-03]
 [ 3.655e-01]
 [ 1.589e-01]
 [ 4.385e-01]
 [ 1.466e-01]
 [ 4.092e-01]
 [ 1.347e-01]
 [ 3.892e-01]
 [ 1.214e-01]
 [ 3.683e-01]
 [ 9.810e-02]
 [ 3.287e-01]
 [ 4.635e-01]
 [ 4.199e-01]
 [ 4.364e-01]
 [ 4.731e-01]]"
b2,"(48, 1)"
secret,"[[ 3.026e-01]
 [ 1.715e-01]
 [ 1.513e-01]
 [ 2.467e-01]
 [ 3.334e-01]
 [ 3.722e-01]
 [ 3.053e-01]
 [ 4.257e-01]
 [ 4.191e-01]
 [ 4.751e-01]
 [ 4.673e-01]
 [ 5.363e-01]
 [ 4.349e-01]
 [ 5.125e-01]
 [ 2.861e-01]
 [ 4.091e-01]
 [ 2.559e-01]
 [ 3.703e-01]
 [ 1.858e-01]
 [ 3.637e-01]
 [ 7.840e-02]
 [ 3.220e-01]
 [ 1.832e-01]
 [ 3.869e-01]
 [ 3.241e-01]
 [ 4.889e-01]
 [ 3.575e-01]
 [ 5.050e-01]
 [-7.700e-03]
 [ 3.422e-01]
 [-1.000e-04]
 [ 2.448e-01]
 [ 1.200e-03]
 [ 3.657e-01]
 [ 1.589e-01]
 [ 4.385e-01]
 [ 1.454e-01]
 [ 4.095e-01]
 [ 1.331e-01]
 [ 3.899e-01]
 [ 1.197e-01]
 [ 3.692e-01]
 [ 9.590e-02]
 [ 3.298e-01]
 [ 4.619e-01]
 [ 4.208e-01]
 [ 4.355e-01]
 [ 4.731e-01]]"
b2,"(48, 1)"
secret,"[[ 3.002e-01]
 [ 1.733e-01]
 [ 1.500e-01]
 [ 2.477e-01]
 [ 3.329e-01]
 [ 3.736e-01]
 [ 3.054e-01]
 [ 4.263e-01]
 [ 4.191e-01]
 [ 4.757e-01]
 [ 4.676e-01]
 [ 5.368e-01]
 [ 4.350e-01]
 [ 5.128e-01]
 [ 2.851e-01]
 [ 4.094e-01]
 [ 2.549e-01]
 [ 3.716e-01]
 [ 1.852e-01]
 [ 3.647e-01]
 [ 7.680e-02]
 [ 3.231e-01]
 [ 1.826e-01]
 [ 3.881e-01]
 [ 3.246e-01]
 [ 4.893e-01]
 [ 3.580e-01]
 [ 5.051e-01]
 [-7.300e-03]
 [ 3.428e-01]
 [-1.000e-04]
 [ 2.447e-01]
 [ 9.000e-04]
 [ 3.658e-01]
 [ 1.588e-01]
 [ 4.385e-01]
 [ 1.445e-01]
 [ 4.098e-01]
 [ 1.319e-01]
 [ 3.905e-01]
 [ 1.181e-01]
 [ 3.701e-01]
 [ 9.370e-02]
 [ 3.309e-01]
 [ 4.602e-01]
 [ 4.214e-01]
 [ 4.345e-01]
 [ 4.731e-01]]"
b2,"(48, 1)"
secret,"[[ 2.977e-01]
 [ 1.749e-01]
 [ 1.489e-01]
 [ 2.489e-01]
 [ 3.327e-01]
 [ 3.748e-01]
 [ 3.055e-01]
 [ 4.267e-01]
 [ 4.190e-01]
 [ 4.765e-01]
 [ 4.679e-01]
 [ 5.372e-01]
 [ 4.350e-01]
 [ 5.130e-01]
 [ 2.843e-01]
 [ 4.095e-01]
 [ 2.541e-01]
 [ 3.727e-01]
 [ 1.844e-01]
 [ 3.658e-01]
 [ 7.520e-02]
 [ 3.243e-01]
 [ 1.823e-01]
 [ 3.890e-01]
 [ 3.253e-01]
 [ 4.895e-01]
 [ 3.585e-01]
 [ 5.051e-01]
 [-6.600e-03]
 [ 3.435e-01]
 [-1.000e-04]
 [ 2.446e-01]
 [ 7.000e-04]
 [ 3.660e-01]
 [ 1.587e-01]
 [ 4.385e-01]
 [ 1.435e-01]
 [ 4.100e-01]
 [ 1.304e-01]
 [ 3.910e-01]
 [ 1.165e-01]
 [ 3.708e-01]
 [ 9.160e-02]
 [ 3.321e-01]
 [ 4.586e-01]
 [ 4.223e-01]
 [ 4.335e-01]
 [ 4.732e-01]]"
b2,"(48, 1)"
secret,"[[ 2.953e-01]
 [ 1.766e-01]
 [ 1.477e-01]
 [ 2.501e-01]
 [ 3.323e-01]
 [ 3.761e-01]
 [ 3.055e-01]
 [ 4.274e-01]
 [ 4.190e-01]
 [ 4.771e-01]
 [ 4.682e-01]
 [ 5.375e-01]
 [ 4.351e-01]
 [ 5.131e-01]
 [ 2.834e-01]
 [ 4.098e-01]
 [ 2.532e-01]
 [ 3.739e-01]
 [ 1.838e-01]
 [ 3.667e-01]
 [ 7.370e-02]
 [ 3.253e-01]
 [ 1.820e-01]
 [ 3.902e-01]
 [ 3.257e-01]
 [ 4.896e-01]
 [ 3.588e-01]
 [ 5.050e-01]
 [-5.700e-03]
 [ 3.442e-01]
 [-1.000e-04]
 [ 2.445e-01]
 [ 5.000e-04]
 [ 3.660e-01]
 [ 1.588e-01]
 [ 4.383e-01]
 [ 1.424e-01]
 [ 4.103e-01]
 [ 1.292e-01]
 [ 3.916e-01]
 [ 1.149e-01]
 [ 3.716e-01]
 [ 8.960e-02]
 [ 3.333e-01]
 [ 4.571e-01]
 [ 4.231e-01]
 [ 4.327e-01]
 [ 4.732e-01]]"
b2,"(48, 1)"
secret,"[[ 2.929e-01]
 [ 1.782e-01]
 [ 1.464e-01]
 [ 2.512e-01]
 [ 3.319e-01]
 [ 3.773e-01]
 [ 3.055e-01]
 [ 4.277e-01]
 [ 4.188e-01]
 [ 4.776e-01]
 [ 4.683e-01]
 [ 5.378e-01]
 [ 4.350e-01]
 [ 5.135e-01]
 [ 2.825e-01]
 [ 4.099e-01]
 [ 2.522e-01]
 [ 3.748e-01]
 [ 1.831e-01]
 [ 3.676e-01]
 [ 7.220e-02]
 [ 3.263e-01]
 [ 1.815e-01]
 [ 3.912e-01]
 [ 3.262e-01]
 [ 4.900e-01]
 [ 3.592e-01]
 [ 5.049e-01]
 [-4.500e-03]
 [ 3.445e-01]
 [-1.000e-04]
 [ 2.443e-01]
 [ 3.000e-04]
 [ 3.661e-01]
 [ 1.587e-01]
 [ 4.384e-01]
 [ 1.416e-01]
 [ 4.107e-01]
 [ 1.279e-01]
 [ 3.922e-01]
 [ 1.134e-01]
 [ 3.725e-01]
 [ 8.760e-02]
 [ 3.347e-01]
 [ 4.554e-01]
 [ 4.241e-01]
 [ 4.321e-01]
 [ 4.735e-01]]"
b2,"(48, 1)"
secret,"[[ 2.906e-01]
 [ 1.799e-01]
 [ 1.453e-01]
 [ 2.522e-01]
 [ 3.314e-01]
 [ 3.784e-01]
 [ 3.055e-01]
 [ 4.282e-01]
 [ 4.187e-01]
 [ 4.783e-01]
 [ 4.686e-01]
 [ 5.380e-01]
 [ 4.350e-01]
 [ 5.137e-01]
 [ 2.817e-01]
 [ 4.101e-01]
 [ 2.513e-01]
 [ 3.757e-01]
 [ 1.825e-01]
 [ 3.684e-01]
 [ 7.070e-02]
 [ 3.274e-01]
 [ 1.813e-01]
 [ 3.922e-01]
 [ 3.267e-01]
 [ 4.901e-01]
 [ 3.597e-01]
 [ 5.048e-01]
 [-3.500e-03]
 [ 3.449e-01]
 [ 1.000e-04]
 [ 2.443e-01]
 [ 1.000e-04]
 [ 3.662e-01]
 [ 1.586e-01]
 [ 4.384e-01]
 [ 1.408e-01]
 [ 4.110e-01]
 [ 1.269e-01]
 [ 3.928e-01]
 [ 1.119e-01]
 [ 3.735e-01]
 [ 8.580e-02]
 [ 3.358e-01]
 [ 4.541e-01]
 [ 4.250e-01]
 [ 4.314e-01]
 [ 4.737e-01]]"
b2,"(48, 1)"
secret,"[[ 2.881e-01]
 [ 1.814e-01]
 [ 1.439e-01]
 [ 2.533e-01]
 [ 3.310e-01]
 [ 3.796e-01]
 [ 3.054e-01]
 [ 4.286e-01]
 [ 4.185e-01]
 [ 4.789e-01]
 [ 4.687e-01]
 [ 5.384e-01]
 [ 4.351e-01]
 [ 5.138e-01]
 [ 2.809e-01]
 [ 4.102e-01]
 [ 2.505e-01]
 [ 3.767e-01]
 [ 1.817e-01]
 [ 3.694e-01]
 [ 6.920e-02]
 [ 3.284e-01]
 [ 1.810e-01]
 [ 3.931e-01]
 [ 3.273e-01]
 [ 4.902e-01]
 [ 3.599e-01]
 [ 5.047e-01]
 [-2.400e-03]
 [ 3.454e-01]
 [ 1.000e-04]
 [ 2.442e-01]
 [ 0.000e+00]
 [ 3.661e-01]
 [ 1.586e-01]
 [ 4.382e-01]
 [ 1.400e-01]
 [ 4.114e-01]
 [ 1.257e-01]
 [ 3.936e-01]
 [ 1.107e-01]
 [ 3.745e-01]
 [ 8.390e-02]
 [ 3.371e-01]
 [ 4.529e-01]
 [ 4.260e-01]
 [ 4.307e-01]
 [ 4.740e-01]]"
b2,"(48, 1)"
secret,"[[ 2.858e-01]
 [ 1.830e-01]
 [ 1.425e-01]
 [ 2.542e-01]
 [ 3.304e-01]
 [ 3.807e-01]
 [ 3.052e-01]
 [ 4.288e-01]
 [ 4.183e-01]
 [ 4.792e-01]
 [ 4.688e-01]
 [ 5.385e-01]
 [ 4.349e-01]
 [ 5.140e-01]
 [ 2.801e-01]
 [ 4.104e-01]
 [ 2.496e-01]
 [ 3.777e-01]
 [ 1.811e-01]
 [ 3.702e-01]
 [ 6.770e-02]
 [ 3.294e-01]
 [ 1.806e-01]
 [ 3.940e-01]
 [ 3.277e-01]
 [ 4.902e-01]
 [ 3.604e-01]
 [ 5.047e-01]
 [-1.500e-03]
 [ 3.458e-01]
 [ 1.000e-04]
 [ 2.441e-01]
 [-1.000e-04]
 [ 3.663e-01]
 [ 1.585e-01]
 [ 4.383e-01]
 [ 1.393e-01]
 [ 4.117e-01]
 [ 1.248e-01]
 [ 3.944e-01]
 [ 1.095e-01]
 [ 3.755e-01]
 [ 8.210e-02]
 [ 3.384e-01]
 [ 4.516e-01]
 [ 4.270e-01]
 [ 4.301e-01]
 [ 4.744e-01]]"
b2,"(48, 1)"
secret,"[[ 2.835e-01]
 [ 1.845e-01]
 [ 1.414e-01]
 [ 2.553e-01]
 [ 3.299e-01]
 [ 3.815e-01]
 [ 3.051e-01]
 [ 4.293e-01]
 [ 4.181e-01]
 [ 4.797e-01]
 [ 4.690e-01]
 [ 5.386e-01]
 [ 4.349e-01]
 [ 5.142e-01]
 [ 2.793e-01]
 [ 4.104e-01]
 [ 2.487e-01]
 [ 3.785e-01]
 [ 1.805e-01]
 [ 3.711e-01]
 [ 6.620e-02]
 [ 3.302e-01]
 [ 1.805e-01]
 [ 3.947e-01]
 [ 3.280e-01]
 [ 4.903e-01]
 [ 3.608e-01]
 [ 5.045e-01]
 [-7.000e-04]
 [ 3.462e-01]
 [ 1.000e-04]
 [ 2.440e-01]
 [-2.000e-04]
 [ 3.662e-01]
 [ 1.586e-01]
 [ 4.382e-01]
 [ 1.386e-01]
 [ 4.121e-01]
 [ 1.240e-01]
 [ 3.950e-01]
 [ 1.085e-01]
 [ 3.764e-01]
 [ 8.060e-02]
 [ 3.397e-01]
 [ 4.504e-01]
 [ 4.281e-01]
 [ 4.296e-01]
 [ 4.748e-01]]"
b2,"(48, 1)"
secret,"[[ 2.810e-01]
 [ 1.860e-01]
 [ 1.401e-01]
 [ 2.562e-01]
 [ 3.295e-01]
 [ 3.824e-01]
 [ 3.051e-01]
 [ 4.295e-01]
 [ 4.178e-01]
 [ 4.803e-01]
 [ 4.691e-01]
 [ 5.388e-01]
 [ 4.347e-01]
 [ 5.141e-01]
 [ 2.785e-01]
 [ 4.107e-01]
 [ 2.477e-01]
 [ 3.794e-01]
 [ 1.797e-01]
 [ 3.718e-01]
 [ 6.460e-02]
 [ 3.313e-01]
 [ 1.801e-01]
 [ 3.956e-01]
 [ 3.284e-01]
 [ 4.902e-01]
 [ 3.611e-01]
 [ 5.044e-01]
 [ 0.000e+00]
 [ 3.465e-01]
 [ 1.000e-04]
 [ 2.437e-01]
 [-2.000e-04]
 [ 3.661e-01]
 [ 1.585e-01]
 [ 4.379e-01]
 [ 1.382e-01]
 [ 4.124e-01]
 [ 1.231e-01]
 [ 3.958e-01]
 [ 1.073e-01]
 [ 3.773e-01]
 [ 7.920e-02]
 [ 3.413e-01]
 [ 4.492e-01]
 [ 4.291e-01]
 [ 4.291e-01]
 [ 4.752e-01]]"
b2,"(48, 1)"
secret,"[[ 2.786e-01]
 [ 1.876e-01]
 [ 1.387e-01]
 [ 2.572e-01]
 [ 3.288e-01]
 [ 3.835e-01]
 [ 3.049e-01]
 [ 4.299e-01]
 [ 4.176e-01]
 [ 4.806e-01]
 [ 4.691e-01]
 [ 5.390e-01]
 [ 4.346e-01]
 [ 5.141e-01]
 [ 2.776e-01]
 [ 4.108e-01]
 [ 2.470e-01]
 [ 3.803e-01]
 [ 1.791e-01]
 [ 3.725e-01]
 [ 6.330e-02]
 [ 3.320e-01]
 [ 1.797e-01]
 [ 3.963e-01]
 [ 3.287e-01]
 [ 4.903e-01]
 [ 3.614e-01]
 [ 5.043e-01]
 [ 4.000e-04]
 [ 3.469e-01]
 [ 1.000e-04]
 [ 2.437e-01]
 [-2.000e-04]
 [ 3.661e-01]
 [ 1.585e-01]
 [ 4.379e-01]
 [ 1.378e-01]
 [ 4.129e-01]
 [ 1.224e-01]
 [ 3.965e-01]
 [ 1.062e-01]
 [ 3.783e-01]
 [ 7.770e-02]
 [ 3.426e-01]
 [ 4.480e-01]
 [ 4.301e-01]
 [ 4.287e-01]
 [ 4.756e-01]]"
b2,"(48, 1)"
secret,"[[ 2.764e-01]
 [ 1.891e-01]
 [ 1.373e-01]
 [ 2.581e-01]
 [ 3.283e-01]
 [ 3.842e-01]
 [ 3.048e-01]
 [ 4.301e-01]
 [ 4.174e-01]
 [ 4.810e-01]
 [ 4.691e-01]
 [ 5.390e-01]
 [ 4.344e-01]
 [ 5.142e-01]
 [ 2.769e-01]
 [ 4.110e-01]
 [ 2.461e-01]
 [ 3.811e-01]
 [ 1.784e-01]
 [ 3.733e-01]
 [ 6.190e-02]
 [ 3.329e-01]
 [ 1.795e-01]
 [ 3.971e-01]
 [ 3.290e-01]
 [ 4.903e-01]
 [ 3.616e-01]
 [ 5.041e-01]
 [ 7.000e-04]
 [ 3.472e-01]
 [ 1.000e-04]
 [ 2.436e-01]
 [-2.000e-04]
 [ 3.662e-01]
 [ 1.585e-01]
 [ 4.379e-01]
 [ 1.373e-01]
 [ 4.134e-01]
 [ 1.217e-01]
 [ 3.974e-01]
 [ 1.054e-01]
 [ 3.794e-01]
 [ 7.650e-02]
 [ 3.441e-01]
 [ 4.470e-01]
 [ 4.312e-01]
 [ 4.282e-01]
 [ 4.762e-01]]"
b2,"(48, 1)"
secret,"[[ 2.740e-01]
 [ 1.904e-01]
 [ 1.360e-01]
 [ 2.590e-01]
 [ 3.278e-01]
 [ 3.852e-01]
 [ 3.047e-01]
 [ 4.303e-01]
 [ 4.171e-01]
 [ 4.812e-01]
 [ 4.691e-01]
 [ 5.392e-01]
 [ 4.344e-01]
 [ 5.143e-01]
 [ 2.761e-01]
 [ 4.110e-01]
 [ 2.452e-01]
 [ 3.819e-01]
 [ 1.778e-01]
 [ 3.740e-01]
 [ 6.050e-02]
 [ 3.336e-01]
 [ 1.792e-01]
 [ 3.979e-01]
 [ 3.293e-01]
 [ 4.901e-01]
 [ 3.618e-01]
 [ 5.040e-01]
 [ 9.000e-04]
 [ 3.476e-01]
 [ 1.000e-04]
 [ 2.435e-01]
 [-2.000e-04]
 [ 3.661e-01]
 [ 1.587e-01]
 [ 4.380e-01]
 [ 1.369e-01]
 [ 4.138e-01]
 [ 1.211e-01]
 [ 3.981e-01]
 [ 1.046e-01]
 [ 3.805e-01]
 [ 7.520e-02]
 [ 3.456e-01]
 [ 4.459e-01]
 [ 4.322e-01]
 [ 4.279e-01]
 [ 4.765e-01]]"
b2,"(48, 1)"
secret,"[[ 2.718e-01]
 [ 1.919e-01]
 [ 1.348e-01]
 [ 2.597e-01]
 [ 3.271e-01]
 [ 3.861e-01]
 [ 3.045e-01]
 [ 4.304e-01]
 [ 4.167e-01]
 [ 4.817e-01]
 [ 4.692e-01]
 [ 5.391e-01]
 [ 4.343e-01]
 [ 5.143e-01]
 [ 2.753e-01]
 [ 4.111e-01]
 [ 2.444e-01]
 [ 3.826e-01]
 [ 1.773e-01]
 [ 3.746e-01]
 [ 5.890e-02]
 [ 3.343e-01]
 [ 1.787e-01]
 [ 3.985e-01]
 [ 3.298e-01]
 [ 4.902e-01]
 [ 3.622e-01]
 [ 5.040e-01]
 [ 1.000e-03]
 [ 3.477e-01]
 [-1.000e-04]
 [ 2.434e-01]
 [-2.000e-04]
 [ 3.660e-01]
 [ 1.587e-01]
 [ 4.377e-01]
 [ 1.364e-01]
 [ 4.143e-01]
 [ 1.206e-01]
 [ 3.989e-01]
 [ 1.038e-01]
 [ 3.816e-01]
 [ 7.400e-02]
 [ 3.471e-01]
 [ 4.450e-01]
 [ 4.334e-01]
 [ 4.275e-01]
 [ 4.771e-01]]"
b2,"(48, 1)"
secret,"[[ 2.695e-01]
 [ 1.934e-01]
 [ 1.334e-01]
 [ 2.607e-01]
 [ 3.264e-01]
 [ 3.868e-01]
 [ 3.043e-01]
 [ 4.307e-01]
 [ 4.164e-01]
 [ 4.818e-01]
 [ 4.692e-01]
 [ 5.393e-01]
 [ 4.340e-01]
 [ 5.144e-01]
 [ 2.747e-01]
 [ 4.113e-01]
 [ 2.437e-01]
 [ 3.834e-01]
 [ 1.766e-01]
 [ 3.752e-01]
 [ 5.760e-02]
 [ 3.353e-01]
 [ 1.785e-01]
 [ 3.993e-01]
 [ 3.301e-01]
 [ 4.902e-01]
 [ 3.625e-01]
 [ 5.039e-01]
 [ 1.100e-03]
 [ 3.480e-01]
 [-1.000e-04]
 [ 2.433e-01]
 [-2.000e-04]
 [ 3.661e-01]
 [ 1.587e-01]
 [ 4.378e-01]
 [ 1.361e-01]
 [ 4.148e-01]
 [ 1.200e-01]
 [ 4.000e-01]
 [ 1.030e-01]
 [ 3.828e-01]
 [ 7.300e-02]
 [ 3.486e-01]
 [ 4.440e-01]
 [ 4.346e-01]
 [ 4.272e-01]
 [ 4.775e-01]]"
b2,"(48, 1)"
secret,"[[ 2.673e-01]
 [ 1.947e-01]
 [ 1.321e-01]
 [ 2.615e-01]
 [ 3.259e-01]
 [ 3.876e-01]
 [ 3.041e-01]
 [ 4.308e-01]
 [ 4.160e-01]
 [ 4.821e-01]
 [ 4.692e-01]
 [ 5.393e-01]
 [ 4.338e-01]
 [ 5.143e-01]
 [ 2.739e-01]
 [ 4.113e-01]
 [ 2.428e-01]
 [ 3.841e-01]
 [ 1.760e-01]
 [ 3.758e-01]
 [ 5.620e-02]
 [ 3.360e-01]
 [ 1.782e-01]
 [ 3.998e-01]
 [ 3.303e-01]
 [ 4.901e-01]
 [ 3.629e-01]
 [ 5.037e-01]
 [ 1.000e-03]
 [ 3.480e-01]
 [-1.000e-04]
 [ 2.433e-01]
 [-1.000e-04]
 [ 3.660e-01]
 [ 1.588e-01]
 [ 4.378e-01]
 [ 1.360e-01]
 [ 4.153e-01]
 [ 1.195e-01]
 [ 4.007e-01]
 [ 1.023e-01]
 [ 3.838e-01]
 [ 7.180e-02]
 [ 3.501e-01]
 [ 4.431e-01]
 [ 4.355e-01]
 [ 4.267e-01]
 [ 4.781e-01]]"
b2,"(48, 1)"
secret,"[[ 2.650e-01]
 [ 1.961e-01]
 [ 1.309e-01]
 [ 2.622e-01]
 [ 3.252e-01]
 [ 3.882e-01]
 [ 3.039e-01]
 [ 4.310e-01]
 [ 4.157e-01]
 [ 4.825e-01]
 [ 4.691e-01]
 [ 5.395e-01]
 [ 4.337e-01]
 [ 5.144e-01]
 [ 2.730e-01]
 [ 4.115e-01]
 [ 2.421e-01]
 [ 3.848e-01]
 [ 1.753e-01]
 [ 3.764e-01]
 [ 5.480e-02]
 [ 3.368e-01]
 [ 1.781e-01]
 [ 4.005e-01]
 [ 3.307e-01]
 [ 4.901e-01]
 [ 3.629e-01]
 [ 5.035e-01]
 [ 9.000e-04]
 [ 3.483e-01]
 [-1.000e-04]
 [ 2.433e-01]
 [-1.000e-04]
 [ 3.660e-01]
 [ 1.588e-01]
 [ 4.378e-01]
 [ 1.357e-01]
 [ 4.157e-01]
 [ 1.191e-01]
 [ 4.015e-01]
 [ 1.017e-01]
 [ 3.849e-01]
 [ 7.080e-02]
 [ 3.516e-01]
 [ 4.421e-01]
 [ 4.366e-01]
 [ 4.265e-01]
 [ 4.786e-01]]"
b2,"(48, 1)"
secret,"[[2.628e-01]
 [1.975e-01]
 [1.295e-01]
 [2.631e-01]
 [3.246e-01]
 [3.890e-01]
 [3.036e-01]
 [4.312e-01]
 [4.156e-01]
 [4.827e-01]
 [4.691e-01]
 [5.393e-01]
 [4.336e-01]
 [5.144e-01]
 [2.722e-01]
 [4.115e-01]
 [2.413e-01]
 [3.855e-01]
 [1.748e-01]
 [3.770e-01]
 [5.360e-02]
 [3.376e-01]
 [1.777e-01]
 [4.012e-01]
 [3.308e-01]
 [4.901e-01]
 [3.632e-01]
 [5.035e-01]
 [8.000e-04]
 [3.486e-01]
 [1.000e-04]
 [2.431e-01]
 [0.000e+00]
 [3.660e-01]
 [1.589e-01]
 [4.379e-01]
 [1.355e-01]
 [4.164e-01]
 [1.187e-01]
 [4.023e-01]
 [1.009e-01]
 [3.859e-01]
 [6.980e-02]
 [3.531e-01]
 [4.413e-01]
 [4.377e-01]
 [4.262e-01]
 [4.791e-01]]"
